RKTElliotts3,cwittland,"[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,-0.3,-0.3,0.5,1.0,-0.3,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]","[-0.3,-0.3,-0.3,-0.3,0.5,-0.3,1.0,-0.3,0.5,-0.3,0.5,1.0,0.5,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]",1.6763054614240211
RKTElliotts3,SCHWANKOFF,"[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,-0.3,-0.3,0.5,1.0,-0.3,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]","[-0.3,-0.3,-0.3,-0.3,0.5,-0.3,1.0,-0.3,0.5,-0.3,0.5,1.0,0.5,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]",1.6763054614240211
RKTElliotts3,AlwaysThunderUp,"[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,-0.3,-0.3,0.5,1.0,-0.3,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]","[-0.3,-0.3,0.5,-0.3,-0.3,-0.3,1.0,-0.3,0.5,-0.3,0.5,1.0,-0.3,0.5,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]",1.6763054614240211
RKTElliotts3,hbkrs365,"[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,-0.3,-0.3,0.5,1.0,-0.3,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,-0.3,0.5,-0.3,0.5,0.5,-0.3,0.5,-0.3,-0.3,1.0,0.5,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]",1.7492855684535902
RKTElliotts3,atdylann,"[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,-0.3,-0.3,0.5,1.0,-0.3,-0.3,-0.3,0.5,1.0,1.0,-0.3,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]","[0.5,-0.3,-0.3,-0.3,-0.3,-0.3,1.0,0.5,-0.3,0.5,0.5,1.0,-0.3,-0.3,-0.3,1.0,1.0,1.0,0.5,-0.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]",1.7492855684535902
RLindNFT,SueMcFaull,"[-0.3,0.5,0.5,-0.3,-0.3,0.5,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]","[-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,0.5,0.5,-0.3,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]",1.6763054614240211
RLindNFT,taydubsz,"[-0.3,0.5,0.5,-0.3,-0.3,0.5,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]","[-0.3,0.5,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,-0.3,0.5,0.5,-0.3,0.5,-0.3,-0.3,1.0,0.5,0.5,0.5,-0.3,1.0,1.0,1.0,1.0,1.0]",1.9874606914351791
RLindNFT,jsackel2,"[-0.3,0.5,0.5,-0.3,-0.3,0.5,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]","[-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,0.5,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,0.5,0.5,0.5,-0.3,-0.3,1.0,0.5,1.0,0.5,-0.3,1.0,1.0,1.0,1.0,1.0]",2.04939015319192
RLindNFT,huberj13,"[-0.3,0.5,0.5,-0.3,-0.3,0.5,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]","[-0.3,-0.3,0.5,-0.3,-0.3,-0.3,0.5,-0.3,-0.3,0.5,-0.3,-0.3,0.5,-0.3,0.5,1.0,1.0,-0.3,1.0,-0.3,1.0,1.0,-0.3,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]",2.083266665599966
RLindNFT,J_Pastafagioli,"[-0.3,0.5,0.5,-0.3,-0.3,0.5,0.5,-0.3,-0.3,-0.3,-0.3,-0.3,0.5,0.5,0.5,1.0,0.5,0.5,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]","[-0.3,-0.3,-0.3,0.5,-0.3,0.5,0.5,-0.3,0.5,-0.3,-0.3,0.5,0.5,-0.3,0.5,0.5,-0.3,0.5,0.5,-0.3,1.0,1.0,0.5,1.0,-0.3,1.0,1.0,1.0,1.0,1.0]",2.1748563170931545
